year,journal,title,pmid,doi,publication_status,supplied_pdf_version,eligibility,disease_scope,source_role,official_category,official_category_status,primary_content_class,secondary_content_tags,tag_basis,reading_stage,main_read_completed_on,review_status,supplement_status,stk11_highlight,bibliography,reading_ledger,reading_evidence,source_disease_ids,source_tissue_ids,source_model_ids,source_use_roles,scope_curation_status,scope_reference,scope_reference_line,scope_boundary,scope_facet_status
2026,Clinical Cancer Research,Improving Anti-CTLA-4 Therapies through Peptide Masking and Fragment Crystallizable Non-fucosylation: Preclinical Characterization of Three Novel Antibodies,41837748,10.1158/1078-0432.ccr-25-1230,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,preclinical / translational,engineered-immunotherapy,single-paper curated language domains,main_text_deep_read_complete,2026-09-07,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-translational-mechanisms-fulltext-language.md;ccr-phrase-patterns.md,mixed-solid-tumors,,mouse;nonhuman-primate,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2026-translational-mechanisms-fulltext-language.md,16,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Incidence of B-cell Malignancies in Patients with Lung Cancer Receiving PD-1 Blockade Therapy,42148884,10.1158/1078-0432.ccr-25-3406,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,preclinical / translational,immunotherapy-safety,single-paper curated language domains,main_text_deep_read_complete,2026-09-07,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-translational-mechanisms-fulltext-language.md;ccr-phrase-patterns.md,lung-cancer;b-cell-malignancy,tumor,human-clinical;human-cell-line;mouse,lung-primary;clinical-correlative;preclinical-mechanism,curated-source-scope,ccr-2026-translational-mechanisms-fulltext-language.md,18,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Intrathecal Allogeneic B7-H3-Targeted CAR Gamma Delta T Cells for Leptomeningeal Metastasis from Solid Tumors: Safety Efficacy and Immunologic Dynamics in a Phase I Trial,42207176,10.1158/1078-0432.ccr-26-0738,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Cellular and Gene Therapy,official_section,clinical trial,car-gamma-delta-t-cell-leptomeningeal-single-cell-immunology,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-supplement-language.md,mixed-solid-tumors,csf,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2026-09-19-supplement-language.md,259,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Intratumoral Immune Heterogeneity Drives Divergent Outcomes to PD-(L)1 Blockade in Lung Cancer,42456046,10.1158/1078-0432.ccr-26-1466,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,translational / mixed,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,tumor,human-clinical;computational,lung-primary;computational-methods,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,20,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Ionizing Radiation Enhances Prognostically Significant Cellular Immunity Programs in the Brain Metastasis Microenvironment,41817317,10.1158/1078-0432.ccr-25-3525,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,clinical trial,immune-repertoire-statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-07,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-translational-mechanisms-fulltext-language.md;ccr-phrase-patterns.md,breast-cancer;lung-cancer,tumor,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2026-translational-mechanisms-fulltext-language.md,15,Breast and lung brain-metastasis tissue cohorts; RNA/TCR and radiation substudies must retain their actual tumor/cohort membership.,"{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Irreversible Electroporation Enhances Solid Tumor Infiltration and Selective Cancer Cell Lysis by CAR T Cells,41920765,10.1158/1078-0432.ccr-25-4159,see source bibliography and intake manifest,author_manuscript,included,,,Translational Mechanisms and Therapy,official_section,clinical trial,preclinical-cellular-therapy,single-paper curated language domains,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,mesothelioma,,human-cell-line;mouse;computational,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,21,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,"JIN-A02, a Mutant-Selective Fourth-Generation EGFR Inhibitor, Overcomes C797S-Mediated Resistance and Demonstrates Intracranial Activity in NSCLC",41649868,10.1158/1078-0432.ccr-25-3720,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,clinical trial,targeted-therapy,single-paper curated language domains,main_text_deep_read_complete,2026-09-07,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-translational-mechanisms-fulltext-language.md;ccr-phrase-patterns.md,nsclc,,human-clinical;human-cell-line;mouse,lung-primary;preclinical-mechanism;clinical-trial,curated-source-scope,ccr-2026-translational-mechanisms-fulltext-language.md,17,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Landmark ctDNA molecular response represents an early predictor of immunotherapy outcomes in lung cancer: A clinical validity study,42489696,10.1158/1078-0432.ccr-26-0656,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,biomarker / liquid biopsy,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,plasma;blood,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,22,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Landscape of Genomic Mechanisms of Resistance to Selective RET Inhibitors in RET-Altered Solid Tumors: Analysis of the RETgistry Global Consortium,41537704,10.1158/1078-0432.ccr-25-4382,see source bibliography and intake manifest,author_manuscript,included,,,Translational Mechanisms and Therapy,official_section,translational / resistance,ret-inhibitor-resistance-paired-biopsy-genomics-survival,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-pending15-language.md#pmid-41537704;ccr-2026-09-19-pending15-manifest.csv,lung-cancer;thyroid-cancer,tumor;plasma,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2026-09-19-pending15-language.md,34,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Locus-Specific Human Endogenous Retrovirus ERVK18 Expression Indicates an Inflamed Microenvironment and Favorable Immunotherapy Outcome in Small Cell Lung Cancer,41784525,10.1158/1078-0432.ccr-25-3302,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,diagnostic / biomarker,herv-transcriptomics-single-cell-spatial-immunotherapy-biomarker,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-supplement-language.md,sclc,tumor,human-clinical;computational,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-09-19-supplement-language.md,508,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Low-Dose Intestinal Irradiation Enhances the Efficacy and Prognosis of PD-1 Blockade in Metastatic Non-Small Cell Lung Cancer,41849236,10.1158/1078-0432.ccr-25-4153,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,clinical trial,microbiome-metabolomics,single-paper curated language domains,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,serum;stool;blood,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,23,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Mature Outcomes and Patterns of Failure in the Phase II FLARE-RT Trial of Biological Image-Guided and Risk-Adaptive Chemoradiation for Unresectable NSCLC,42207168,10.1158/1078-0432.ccr-25-2626,see source bibliography and intake manifest,author_manuscript,included,,,Clinical Trials: Molecularly Targeted Therapy,official_section,clinical trial,adaptive-radiotherapy-imaging-immunotherapy-competing-risk-statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-pending15-language.md#pmid-42207168;ccr-2026-09-19-pending15-manifest.csv,nsclc,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-09-19-pending15-language.md,783,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Minimal Residual Disease Enhances Prognostic Stratification beyond Pathologic Response in Resectable Non-Small Cell Lung Cancer,41537692,10.1158/1078-0432.ccr-25-2958,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,clinical trial,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,24,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Mitochondrial Imaging Detects Early Cardiac Changes Following Cancer Immunotherapy,42126592,10.1158/1078-0432.ccr-26-0277,see source bibliography and intake manifest,author_manuscript,included,,,Research Briefs: Precision Medicine and Therapeutics,official_section,observational / epidemiology,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc;melanoma,,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,25,"Main treated imaging cohorts are melanoma and NSCLC, with healthy controls; do not infer myocarditis diagnostic validity.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Molecular and Clinical Characteristics of Patients with Non-Small Cell Lung Cancer Harboring KRAS G12V Mutations,41417462,10.1158/1078-0432.ccr-25-2581,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,translational / mixed,kras-g12v-stk11-clinicogenomics-immunotherapy-statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,in_progress,not_supplied,yes,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-supplement-language.md,nsclc,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-09-19-supplement-language.md,674,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Molecular and Clinical Characteristics of Patients with Non-Small Cell Lung Cancer Harboring KRAS Q61 Mutations to Assess Therapeutic Responses,42268349,10.1158/1078-0432.ccr-26-0133,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,translational / mixed,kras-q61-stk11-clinicogenomics-immunotherapy-statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,in_progress,not_supplied,yes,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-supplement-language.md,nsclc,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-09-19-supplement-language.md,591,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Molecular and Clinical Determinants of Targeted Therapy Treatment in Biliary Tract Cancer,42360806,10.1158/1078-0432.CCR-26-0428,see source bibliography and intake manifest,author_manuscript,included,biliary tract cancer;iCCA;eCCA;gallbladder cancer;not-lung-cancer,cross-tumor-clinicogenomic-methods,Translational Mechanisms and Therapy,official_section,retrospective clinicogenomic cohort,clinicogenomics;MSK-IMPACT;FACETS;OncoKB;co-alteration;targeted-therapy;longitudinal-resistance;survival,bibliography content classification,main_text_deep_read_complete,2026-09-24,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-42360806-language.md,biliary-tract-cancer,tumor,human-clinical,cross-tumor-methods;clinical-correlative,curated-source-scope,ccr-2026-42360806-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Network-Integrated Platform for Clinical Trial Navigation from the New South Wales Early Phase Clinical Trials Alliance,42484497,10.1158/1078-0432.ccr-26-0733,see source bibliography and intake manifest,publisher_typeset_pdf,included,pan-cancer;NSCLC19-of101,pan-cancer-implementation,Clinical Trials: Molecularly Targeted Therapy,official_section,prospective trial navigation feasibility,ctDNA;precision-oncology;trial-matching;feasibility;implementation,bibliography content classification,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2026-42484497-language.md,mixed-solid-tumors;nsclc,plasma,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2026-42484497-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Osimertinib After Definitive Chemoradiotherapy in Unresectable Stage III EGFR-Mutated NSCLC: Subsequent Treatments and PPO From the Phase III LAURA Study,42714840,10.1158/1078-0432.ccr-25-4523,see source bibliography and intake manifest,not_classified_by_header,included,,,,pending_official_verification,clinical trial,clinical-trial-targeted-therapy-endpoints,single-paper curated language domains,main_text_deep_read_complete,2026-09-12,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-12-supplement-language.md,nsclc,,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-09-12-supplement-language.md,79,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Osimertinib Plus Gefitinib in Patients with EGFR-Mutated Advanced Non-Small Cell Lung Cancer and EGFR (C797X) Mutation Following First-Line Osimertinib: ORCHARD,42440354,10.1158/1078-0432.ccr-26-0704,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Molecularly Targeted Therapy,official_section,clinical trial,egfr-c797x-osimertinib-gefitinib-targeted-therapy-efficacy-safety,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-pending15-language.md#pmid-42440354;ccr-2026-09-19-pending15-manifest.csv,nsclc,tumor;plasma,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-09-19-pending15-language.md,952,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Patient-Reported Outcomes in FLAURA2: Osimertinib with or without Chemotherapy in Patients with Previously Untreated EGFR-Mutated Advanced Non-Small Cell Lung Cancer,41801128,10.1158/1078-0432.ccr-25-3431,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Molecularly Targeted Therapy,official_section,clinical trial / PRO,patient-reported-outcomes-osimertinib-chemotherapy-longitudinal-statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-pending15-language.md#pmid-41801128;ccr-2026-09-19-pending15-manifest.csv,nsclc,,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-09-19-pending15-language.md,494,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,plasmaCHORD: A Machine Learning Approach to Distinguish Clonal Hematopoiesis-Derived Variants in Liquid Biopsies from Patients with Solid Tumors,42001480,10.1158/1078-0432.ccr-25-0976,see source bibliography and intake manifest,not_classified_by_header,included,,,Novel Biomarkers and Precision Medicine,official_section,translational / mixed,ctdna-fragmentomics-clonal-hematopoiesis-machine-learning-external-validation,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-batch2-language.md,mixed-solid-tumors;nsclc,plasma;blood;tumor,human-clinical;computational,cross-tumor-methods;computational-methods,curated-source-scope,ccr-2026-09-19-batch2-language.md,225,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Presenting features and outcomes to standard systemic therapies in patients with MTAP-deleted advanced non-small cell lung cancer,42405849,10.1158/1078-0432.ccr-26-0188,see source bibliography and intake manifest,author_manuscript,included,,,Novel Biomarkers and Precision Medicine,official_section,translational / mixed,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-immunotherapy-fulltext-language.md,26,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Pulsed Electric Field Ablation Reprograms Tumor Immunity and Stimulates Germinal Center Formation in Tertiary Lymphoid Structures in Patients with Non-Small Cell Lung Cancer,42307634,10.1158/1078-0432.ccr-25-3847,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Novel Mechanisms,official_section,translational / mixed,pef-ablation-tls-germinal-centers-single-cell-rna-abseq-spatial-pathology,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-pending15-language.md#pmid-42307634;ccr-2026-09-19-pending15-manifest.csv,nsclc,tumor;blood,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-09-19-pending15-language.md,869,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2026,Clinical Cancer Research,Retreatment with First-Generation Selective RET Inhibitors in RET-Rearranged NSCLC Pretreated with Selpercatinib or Pralsetinib: Results from the RET-MAP Registry,41945500,10.1158/1078-0432.ccr-25-4814,see source bibliography and intake manifest,not_classified_by_header,included,,,Research Briefs: Precision Medicine and Therapeutics,official_section,translational / mixed,ret-retreatment-real-world-targeted-therapy-outcomes,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-19-supplement-language.md,nsclc,,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2026-09-19-supplement-language.md,923,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
