"entry_id","catalog_version","expression","primary_section","secondary_sections","function","domain","unit_type","evidence_tier","source_set","source_article_ids","provenance_granularity","source_asset","source_container","source_heading","source_line","reuse_status"
"CCRLANG-6675","2026-09-26","Report dose escalation and severe adverse events before secondary activity. Provide response counts and confidence intervals, followed by survival estimates with timepoints. Distinguish mixed-stage eligibility and planned future combinations from treatments actually delivered.","results","","section-paragraph-synthesis","DNA-repair;chemoradiotherapy;dose-escalation;safety;clinical-efficacy;statistics","paragraph-model","evidence-calibrated","ccr-2021-2022-completion-20260926-34740922","34740922","single-paper-synthesis","ccr-2022-34740922-language.md","PMID 34740922","Results paragraph","137","synthetic-model"
"CCRLANG-6676","2026-09-26","co-location as a surrogate for interaction","abstract-background","","abstract-background-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract background","23","synthetic-frame"
"CCRLANG-6677","2026-09-26","Spatial proximity was evaluated as an indirect measure of receptor-ligand organization within the tumor microenvironment.","abstract-background","","abstract-background-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract background","25","synthetic-frame"
"CCRLANG-6678","2026-09-26","multiplexed quantitative immunofluorescence","abstract-methods","","abstract-methods-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract methods","31","synthetic-frame"
"CCRLANG-6679","2026-09-26","An image-analysis algorithm quantified overlapping marker masks in pretreatment specimens and related the score to clinical outcomes.","abstract-methods","","abstract-methods-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract methods","33","synthetic-frame"
"CCRLANG-6680","2026-09-26","line-stratified association","abstract-results","","abstract-results-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract results","39","synthetic-frame"
"CCRLANG-6681","2026-09-26","The association was evident in later-line patients but was not demonstrated in the first-line subgroup; a formal interaction was not established.","abstract-results","","abstract-results-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract results","41","synthetic-frame"
"CCRLANG-6682","2026-09-26","The spatial score merits validation as an outcome-associated biomarker rather than being regarded as an established treatment-selection assay.","abstract-conclusion","","abstract-conclusion-summary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Abstract conclusion","47","synthetic-frame"
"CCRLANG-6683","2026-09-26","receptor-ligand proximity","introduction","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Introduction vocabulary","53","conventional-term-or-collocation"
"CCRLANG-6684","2026-09-26","expression in overlapping pixels","introduction","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Introduction vocabulary","55","conventional-term-or-collocation"
"CCRLANG-6685","2026-09-26","Marker abundance alone may not capture the spatial relationships relevant to a proposed therapeutic mechanism.","introduction","","introduction-evidence-reporting","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","retrospective-clinical-correlative","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Introduction frames","61","synthetic-frame"
"CCRLANG-6686","2026-09-26","binarized and dilated mask","methods","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Methods vocabulary","67","conventional-term-or-collocation"
"CCRLANG-6687","2026-09-26","nonadjacent tumor cores","methods","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Methods vocabulary","69","conventional-term-or-collocation"
"CCRLANG-6688","2026-09-26","exposure-time normalization","methods","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Methods vocabulary","71","conventional-term-or-collocation"
"CCRLANG-6689","2026-09-26","tumor and stromal compartments","methods","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Methods vocabulary","73","conventional-term-or-collocation"
"CCRLANG-6690","2026-09-26","Signals from nonadjacent cores were averaged at the patient level after compartment-specific area and acquisition normalization.","methods","","methods-evidence-reporting","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","retrospective-clinical-correlative","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Methods frames","79","synthetic-frame"
"CCRLANG-6691","2026-09-26","moderate rank correlation","results","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Results vocabulary","85","conventional-term-or-collocation"
"CCRLANG-6692","2026-09-26","evaluable staining measurements","results","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Results vocabulary","87","conventional-term-or-collocation"
"CCRLANG-6693","2026-09-26","The spatial score showed an outcome association, whereas marker abundance measured separately did not consistently reproduce that association.","results","","results-evidence-reporting","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","retrospective-clinical-correlative","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Results frames","93","synthetic-frame"
"CCRLANG-6694","2026-09-26","predictive rather than prognostic utility","discussion","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Discussion vocabulary","99","conventional-term-or-collocation"
"CCRLANG-6695","2026-09-26","limited tissue representation","discussion","","terminology","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Discussion vocabulary","101","conventional-term-or-collocation"
"CCRLANG-6696","2026-09-26","Without a comparator treatment cohort, prognostic association cannot be distinguished from differential therapeutic benefit.","discussion","","discussion-evidence-reporting","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","retrospective-clinical-correlative","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Discussion frames","107","synthetic-frame"
"CCRLANG-6697","2026-09-26","Additional cohorts and conventional biopsy sections are required to assess reproducibility and clinical utility.","conclusion","","bounded-synthesis","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Conclusion frames","113","synthetic-frame"
"CCRLANG-6698","2026-09-26","A proximity-based assay may complement expression measurements, but physical interaction and incremental predictive value remain unproven.","translational-relevance","","translation-boundary","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Translational relevance frames","119","synthetic-frame"
"CCRLANG-6699","2026-09-26","Define staining-evaluable and response-evaluable populations, describe the score distribution and cutoff, report overall and line-stratified outcomes, then contrast spatial scores with clinical IHC and compartment-specific protein abundance while preserving null results and source discrepancies.","results","","section-paragraph-synthesis","immunotherapy;spatial-protein-imaging;digital-pathology;bioinformatics;statistics","paragraph-model","evidence-calibrated","ccr-2021-2022-completion-20260926-34686497","34686497","single-paper-synthesis","ccr-2022-34686497-language.md","PMID 34686497","Results paragraph","125","synthetic-model"
"CCRLANG-6700","2026-09-26","prognostic value","abstract-background","","abstract-background-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract background","23","synthetic-frame"
"CCRLANG-6701","2026-09-26","The prognostic relevance of [baseline analyte] remains uncertain in patients receiving [treatment class].","abstract-background","","abstract-background-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract background","25","synthetic-frame"
"CCRLANG-6702","2026-09-26","biomarker-evaluable population","abstract-methods","","abstract-methods-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract methods","31","synthetic-frame"
"CCRLANG-6703","2026-09-26","A retrospective biomarker analysis was conducted within a randomized trial, with evaluability defined separately for each assay.","abstract-methods","","abstract-methods-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract methods","33","synthetic-frame"
"CCRLANG-6704","2026-09-26","adjusted hazard ratio","abstract-results","","abstract-results-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract results","39","synthetic-frame"
"CCRLANG-6705","2026-09-26","Higher biomarker levels were associated with shorter survival after covariate adjustment, whereas treatment benefit was observed in both biomarker strata.","abstract-results","","abstract-results-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract results","41","synthetic-frame"
"CCRLANG-6706","2026-09-26","These exploratory associations warrant prospective evaluation before the biomarker is used for clinical risk stratification.","abstract-conclusion","","abstract-conclusion-summary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Abstract conclusion","47","synthetic-frame"
"CCRLANG-6707","2026-09-26","inherent drawbacks","introduction","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Introduction vocabulary","53","conventional-term-or-collocation"
"CCRLANG-6708","2026-09-26","tumor heterogeneity","introduction","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Introduction vocabulary","55","conventional-term-or-collocation"
"CCRLANG-6709","2026-09-26","molecular prognostic marker","introduction","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Introduction vocabulary","57","conventional-term-or-collocation"
"CCRLANG-6710","2026-09-26","Plasma testing may complement tissue sampling, but circulating analyte abundance and tumor-specific genomic detection address different biological questions.","introduction","","introduction-evidence-reporting","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","retrospective-clinical","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Introduction frames","63","synthetic-frame"
"CCRLANG-6711","2026-09-26","hybrid capture-based NGS assay","methods","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Methods vocabulary","69","conventional-term-or-collocation"
"CCRLANG-6712","2026-09-26","log2-transformed variable","methods","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Methods vocabulary","71","conventional-term-or-collocation"
"CCRLANG-6713","2026-09-26","sum of longest diameter","methods","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Methods vocabulary","73","conventional-term-or-collocation"
"CCRLANG-6714","2026-09-26","data cutoff","methods","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Methods vocabulary","75","conventional-term-or-collocation"
"CCRLANG-6715","2026-09-26","Associations were evaluated using categorical and continuous biomarker representations, with covariates and endpoint-specific cutoffs specified separately.","methods","","methods-evidence-reporting","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","retrospective-clinical","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Methods frames","81","synthetic-frame"
"CCRLANG-6716","2026-09-26","not estimable","results","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Results vocabulary","87","conventional-term-or-collocation"
"CCRLANG-6717","2026-09-26","positive correlation","results","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Results vocabulary","89","conventional-term-or-collocation"
"CCRLANG-6718","2026-09-26","unadjusted analysis","results","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Results vocabulary","91","conventional-term-or-collocation"
"CCRLANG-6719","2026-09-26","An association observed before adjustment was attenuated in the multivariable analysis, and the confidence interval included the null value.","results","","results-evidence-reporting","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","retrospective-clinical","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Results frames","97","synthetic-frame"
"CCRLANG-6720","2026-09-26","surrogate marker of tumor burden","discussion","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Discussion vocabulary","103","conventional-term-or-collocation"
"CCRLANG-6721","2026-09-26","optimal cut-off threshold","discussion","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Discussion vocabulary","105","conventional-term-or-collocation"
"CCRLANG-6722","2026-09-26","prospectively designed study","discussion","","terminology","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Discussion vocabulary","107","conventional-term-or-collocation"
"CCRLANG-6723","2026-09-26","The cohort-derived threshold and incomplete assay availability limit transportability, while consistent treatment benefit across strata does not demonstrate predictive discrimination.","discussion","","discussion-evidence-reporting","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","retrospective-clinical","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Discussion frames","113","synthetic-frame"
"CCRLANG-6724","2026-09-26","Baseline analyte concentration may provide prognostic information, but assay standardization and external validation remain necessary.","conclusion","","bounded-synthesis","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Conclusion frames","119","synthetic-frame"
"CCRLANG-6725","2026-09-26","A minimally invasive measurement could complement disease-burden assessment without yet guiding treatment intensification.","translational-relevance","","translation-boundary","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Translational relevance frames","125","synthetic-frame"
"CCRLANG-6726","2026-09-26","First define the assay-evaluable population and missing samples. Report continuous distributions and burden correlations before survival associations. Separate unadjusted from adjusted estimates and biomarker effects from treatment effects. End with response-denominator differences, null findings and outcome maturity.","results","","section-paragraph-synthesis","liquid-biopsy;genomics;prognostic-biomarkers;targeted-therapy;statistics","paragraph-model","evidence-calibrated","ccr-2021-2022-completion-20260926-35275991","35275991","single-paper-synthesis","ccr-2022-35275991-language.md","PMID 35275991","Results paragraph","131","synthetic-model"
"CCRLANG-6727","2026-09-26","ctDNA kinetics","abstract-background","","abstract-background-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract background","23","synthetic-frame"
"CCRLANG-6728","2026-09-26","Serial plasma measurements may capture treatment-associated molecular changes beyond baseline mutation status.","abstract-background","","abstract-background-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract background","25","synthetic-frame"
"CCRLANG-6729","2026-09-26","serial plasma collection","abstract-methods","","abstract-methods-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract methods","31","synthetic-frame"
"CCRLANG-6730","2026-09-26","A trial-embedded analysis related early molecular clearance to subsequent outcomes using a prespecified landmark.","abstract-methods","","abstract-methods-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract methods","33","synthetic-frame"
"CCRLANG-6731","2026-09-26","residual ctDNA","abstract-results","","abstract-results-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract results","39","synthetic-frame"
"CCRLANG-6732","2026-09-26","Among patients with detectable baseline ctDNA and paired specimens, clearance was associated with longer subsequent survival.","abstract-results","","abstract-results-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract results","41","synthetic-frame"
"CCRLANG-6733","2026-09-26","These associations support prospective evaluation of response-guided strategies rather than immediate therapeutic selection.","abstract-conclusion","","abstract-conclusion-summary","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","evidence-calibrated","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Abstract conclusion","47","synthetic-frame"
"CCRLANG-6734","2026-09-26","tumor-derived mutations","introduction","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Introduction vocabulary","53","conventional-term-or-collocation"
"CCRLANG-6735","2026-09-26","dynamic changes in mutant allele frequency","introduction","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Introduction vocabulary","55","conventional-term-or-collocation"
"CCRLANG-6736","2026-09-26","Whether a molecular-response measure retains prognostic value in a driver-defined treatment setting remains uncertain.","introduction","","introduction-evidence-reporting","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","prospective-clinical-correlative","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Introduction frames","61","synthetic-frame"
"CCRLANG-6737","2026-09-26","landmark analysis","methods","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Methods vocabulary","67","conventional-term-or-collocation"
"CCRLANG-6738","2026-09-26","probe-level molecular coverage","methods","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Methods vocabulary","69","conventional-term-or-collocation"
"CCRLANG-6739","2026-09-26","per-sample diploid baseline","methods","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Methods vocabulary","71","conventional-term-or-collocation"
"CCRLANG-6740","2026-09-26","clonal hematopoiesis of indeterminate potential","methods","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Methods vocabulary","73","conventional-term-or-collocation"
"CCRLANG-6741","2026-09-26","Analyses were restricted to evaluable paired specimens, and survival time was measured from the landmark to avoid attributing premeasurement survival to the biomarker.","methods","","methods-evidence-reporting","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","prospective-clinical-correlative","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Methods frames","79","synthetic-frame"
"CCRLANG-6742","2026-09-26","dropped below the level of detection","results","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Results vocabulary","85","conventional-term-or-collocation"
"CCRLANG-6743","2026-09-26","rebounded at progression","results","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Results vocabulary","87","conventional-term-or-collocation"
"CCRLANG-6744","2026-09-26","copy number gain","results","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Results vocabulary","89","conventional-term-or-collocation"
"CCRLANG-6745","2026-09-26","natural log-fold difference","results","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Results vocabulary","91","conventional-term-or-collocation"
"CCRLANG-6746","2026-09-26","The continuous biomarker retained an association after adjustment, whereas the dichotomized measure did not meet the conventional significance threshold.","results","","results-evidence-reporting","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","prospective-clinical-correlative","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Results frames","97","synthetic-frame"
"CCRLANG-6747","2026-09-26","low-shedding tumors","discussion","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Discussion vocabulary","103","conventional-term-or-collocation"
"CCRLANG-6748","2026-09-26","truncal mutation","discussion","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Discussion vocabulary","105","conventional-term-or-collocation"
"CCRLANG-6749","2026-09-26","confounding prognostic implications","discussion","","terminology","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","vocabulary","terminology-only","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Discussion vocabulary","107","conventional-term-or-collocation"
"CCRLANG-6750","2026-09-26","Copy-number changes and non-tumor variants may distort allele-frequency interpretation and limit transfer of a multi-variant response algorithm.","discussion","","discussion-evidence-reporting","genomics;liquid-biopsy;bioinformatics;targeted-therapy;statistics","sentence-frame","prospective-clinical-correlative","ccr-2021-2022-completion-20260926-35713632","35713632","single-paper-synthesis","ccr-2022-35713632-language.md","PMID 35713632","Discussion frames","113","synthetic-frame"
